"restaurant";"type";"prix";"nom";"description"
"Baba Ghannouj Paris";;"5,5";"Foie de vollaie";""
"Baba Ghannouj Paris";;"11";"Ksara Rosé";"Taille au choix."
"Baba Ghannouj Paris";;"16,9";"Brochettes d'agneau";"Viande d'agneau mariné avec du hommos et tabboulé."
"Baba Ghannouj Paris";;"5";"Labné";"Fromage blanc au lait de vache."
"Baba Ghannouj Paris";;"9";"Formule 2";"1 hors d'oeuvre froid au choix, 3 bouchées salées au choix, et 1 boisson au choix."
"Baba Ghannouj Paris";;"2";"Jus d'orange";""
"Baba Ghannouj Paris";"drink";"1,8";"Perrier";""
"Baba Ghannouj Paris";;"5";"Osmaliyé";"Cheveux d'ange fins et ficelés recouvrant un cœur de crème de lait et sirop de sucre à l'eau de fleur d'oranger."
"Baba Ghannouj Paris";;"11";"Ksara Rouge";"Taille au choix."
"Baba Ghannouj Paris";;"1,2";"Sambousik viande";"Chausson à la viande, nombre de pièces au choix. "
"Baba Ghannouj Paris";;"5,5";"Soudjouk";""
"Baba Ghannouj Paris";;"1,4";"Kebbé boulette";"Boulette de viande farcie de viande, nombre de pièces au choix."
"Baba Ghannouj Paris";"alcohol";"3,5";"Bière Heineken";""
"Baba Ghannouj Paris";;"18";"Ksara Blanc";"75 cl."
"Baba Ghannouj Paris";"drink";"1,8";"Coca cola zéro";""
"Baba Ghannouj Paris";;"14,9";"Chawarma poulet";"Poulet mariné avec du hommos et tabboulé."
"Baba Ghannouj Paris";;"5";"Tabboulé";""
"Baba Ghannouj Paris";"sandwich";"11,5";"Formule 5";"2 sandwichs au choix et 1 boisson au choix."
"Baba Ghannouj Paris";;"1,2";"Fatayer épinard";"Feuille aux épinards, nombre de pièces au choix."
"Baba Ghannouj Paris";;"5";"Fassoulia";"Haricots blanc, carotte, poivron, et huile d'olive."
"Baba Ghannouj Paris";;"13,9";"Assiette découverte";"Assortiment de 7 variétés chaudes et froides."
"Baba Ghannouj Paris";;"2";"Bourma";"Dessert à base de pistaches enrobé de cheveux d'ange, 1 pièce."
"Baba Ghannouj Paris";;"13,9";"Kafta";"Viande de bœuf assaisonnée avec du hommos et tabboulé."
"Baba Ghannouj Paris";;"2";"Badoit";"50 cl."
"Baba Ghannouj Paris";"drink";"1,8";"Orangina";""
"Baba Ghannouj Paris";;"5";"Laban concombre";"Yaourt, concombre, et menthe."
"Baba Ghannouj Paris";"salad";"5";"Chankliche";"Salade de fromage de brebis."
"Baba Ghannouj Paris";;"80";"4 personnes";"14 variétés chaudes et froides."
"Baba Ghannouj Paris";"salad";"5";"Orientale";"Salade, olives, fetta, concombres, tomates, et sauce thym."
"Baba Ghannouj Paris";;"1,8";"Seven up";""
"Baba Ghannouj Paris";;"5";"Moussaka";""
"Baba Ghannouj Paris";"alcohol";"3,5";"Bière 1664";""
"Baba Ghannouj Paris";;"1,2";"Sfiha";"Feuilleté à la viande, tomate, oignons, et pignons de pin, nombre de pièces au choix. "
"Baba Ghannouj Paris";;"6,5";"Brochettes d'agneau \"H.F\"";""
"Baba Ghannouj Paris";;"60";"3 personnes";"12 variétés chaudes et froides."
"Baba Ghannouj Paris";;"13,9";"Plat mixte \"kafta-taouk\"";"Avec moutabalet tabboulé."
"Baba Ghannouj Paris";;"5";"Loubié";"Haricots verts plats à la tomate."
"Baba Ghannouj Paris";;"4";"Mouhallabieh";"Flan à la fleur d'oranger avec sirop de sucre et pistaches pilées."
"Baba Ghannouj Paris";;"5";"Baba ghannouj";"Caviar d'aubergines."
"Baba Ghannouj Paris";;"13,9";"Assiette baba ghannouj";"Une brochette au choix accompagné de 4 hors d'oeuvres froides."
"Baba Ghannouj Paris";;"2";"Jus d'ananas";""
"Baba Ghannouj Paris";;"5,5";"Ailes de poulet";""
"Baba Ghannouj Paris";;"5";"Boulgour";"Blé concassé sauce tomate."
"Baba Ghannouj Paris";;"18";"Kefraya Blanc";"75 cl."
"Baba Ghannouj Paris";;"15,9";"Chawarma mixte";"Viande de bœuf et poulet avec du hommos et tabboulé."
"Baba Ghannouj Paris";;"5";"Samké harra";"Poisson sur ratatouille."
"Baba Ghannouj Paris";;"1,2";"Sambousik fromage";"Chausson au fromage, nombre de pièces au choix. "
"Baba Ghannouj Paris";"drink";"1,8";"Coca cola light";""
"Baba Ghannouj Paris";;"5";"Batata harra";"Pommes de terre pimentées."
"Baba Ghannouj Paris";;"5,5";"Foie de volaille";""
"Baba Ghannouj Paris";"sandwich";"10";"Formule 3";"1 sandwich au choix, 3 bouchées salées ou dessert, et 1 boisson au choix."
"Baba Ghannouj Paris";;"5,5";"Taouk";""
"Baba Ghannouj Paris";;"40";"2 personnes";"8 variétés chaudes et froides."
"Baba Ghannouj Paris";;"1,2";"Rikakat";"Feuille de brick au fromage, nombre de pièces au choix."
"Baba Ghannouj Paris";"drink";"1,8";"Ice tea pêche";""
"Baba Ghannouj Paris";;"12,5";"Végétarienne";"Assortiment de 7 variétés végétariennes chaudes et froides."
"Baba Ghannouj Paris";"drink";"1,8";"Coca cola";""
"Baba Ghannouj Paris";"sandwich";"8,5";"Formule 1";"1 sandwich au choix, 2 bouchées salées au choix, et 1 boisson au choix. "
"Baba Ghannouj Paris";"salad";"5";"Salade halloum";"Fromage de chèvre, brebis et vache, salade, tomate, et huile d'olive."
"Baba Ghannouj Paris";;"1,5";"Baklawa";"1 pièce."
"Baba Ghannouj Paris";;"2";"Evian";"50 cl."
"Baba Ghannouj Paris";;"1,8";"Fanta";""
"Baba Ghannouj Paris";"salad";"5";"Salade du moine";"Purée d'aubergine assaisonnée."
"Baba Ghannouj Paris";;"5,5";"Halloum";"Fromage de chèvre, brebis, et vache."
"Bagel Corner - Gobelins";"drink";"2,9";"Vittel";"50cl."
"Bagel Corner - Gobelins";"drink";"3,5";"Muffin aux trois chocolats";""
"Bagel Corner - Gobelins";;"3,5";"Fromage blanc fruits rouges";""
"Bagel Corner - Gobelins";"salad";"9,4";"Bombaygel";"Cream cheese ciboulette, poulet tikka, salade jeunes pousses, tomates cerises, sauce curry-oignons"
"Bagel Corner - Gobelins";"drink";"3,9";"San Pellegrino";"50cl."
"Bagel Corner - Gobelins";;"3,9";"Michel et Augustin, l'incroyable citronnade";"33cl."
"Bagel Corner - Gobelins";"pizza";"4,1";"Bagel Pizza";""
"Bagel Corner - Gobelins";;"3,5";"Soupe Green Shoot";""
"Bagel Corner - Gobelins";"drink";"2,9";"Orangina";"33cl."
"Bagel Corner - Gobelins";;"4,1";"Le petit dinde";""
"Bagel Corner - Gobelins";;"3,5";"Donut Fraise";""
"Bagel Corner - Gobelins";"salad";"9,9";"Le raclette";"Cream cheese nature, dinde fumée, pomme de terre, salade de jeunes pousses, tomates cerises, fromage à raclette."
"Bagel Corner - Gobelins";"dessert";"5";"Cheesecake New York";""
"Bagel Corner - Gobelins";"bagel";"55";"Assortiment 8 bagels";"2 dinde, 1 thon, 2 saumon fumé, 2 pastrami, et 1 veggie."
"Bagel Corner - Gobelins";"salad";"9,4";"Le club";"Cream cheese ciboulette, dinde fumée, mimosa d'oeuf, tomates cerises, salade jeunes pousses"
"Bagel Corner - Gobelins";"dessert";"5";"Cheesecake Oréo";""
"Bagel Corner - Gobelins";;"3,9";"Arizona Green Tea with Honey";"50cl."
"Bagel Corner - Gobelins";"side";"3,5";"Chips John&John Chili";""
"Bagel Corner - Gobelins";"drink";"2,9";"Coca-Cola";"33cl."
"Bagel Corner - Gobelins";;"2,9";"Dr. Pepper";"33cl."
"Bagel Corner - Gobelins";"bagel";"4,1";"Bagel sucré Beurre de cacahuète";""
"Bagel Corner - Gobelins";;"9,2";"La Salmone";"Jeunes pousses, saumon fumé, tartare de courgettes, tomates cerises, concombre, et croûtons."
"Bagel Corner - Gobelins";;"4,9";"Skoll";"33 cl."
"Bagel Corner - Gobelins";"salad";"9,9";"Le chèvre chaud";"Cream cheese nature, salade de jeunes pousses, rondelles de fromage de chèvre, noix et sauce moutarde miel."
"Bagel Corner - Gobelins";;"3,9";"Jus de pommes";"25cl."
"Bagel Corner - Gobelins";"salad";"9,4";"Le nordique";"Cream cheese ciboulette, saumon fumé, salade de jeunes pousses, tomates cerises, avocats frais coupés minute, sauce aneth citron"
"Bagel Corner - Gobelins";"salad";"9,9";"Le fromage fondu";"Cream cheese nature, dinde fumée, cheddar, salade de jeunes pousses, tomates cerises, sauce cajun."
"Bagel Corner - Gobelins";"dessert";"17";"Box 8 desserts";"2 cookies, 2 muffins, 2 donuts, et 2 fruits frais."
"Bagel Corner - Gobelins";"dessert";"5";"Cheesecake mangue passion";""
"Bagel Corner - Gobelins";"bagel";"29";"Assortiment 4 Bagels";"1 dinde, 1 thon, 1 saumon fumé, et 1 pastrami."
"Bagel Corner - Gobelins";;"3,5";"Fruits frais";"Au choix."
"Bagel Corner - Gobelins";"side";"3,5";"Chips John&John Légumes";""
"Bagel Corner - Gobelins";"drink";"5";"Cheesecake miel chocolat";""
"Bagel Corner - Gobelins";"dessert";"5";"Cheesecake nature";""
"Bagel Corner - Gobelins";;"9,2";"L'Italienne";"Jeunes pousses, bresaola, parmesan, mozzarelle di buffala, tomates séchées, tomates cerises, et croûton."
"Bagel Corner - Gobelins";"salad";"9,4";"Le new yorkais";"Cream cheese nature, pastrami, moutarde au miel (boeuf fumé et mariné avec un mélange d’épices légèrement poivrées), salade jeune pouce, emmental, oignons pickles et avocats frais coupés minute."
"Bagel Corner - Gobelins";;"9,2";"La New-Yorkaise";"Jeunes pousses, dinde fumée, parmesan, mimosa d'œuf, oignon rouge, tomates séchées, tomates cerises, et croûton."
"Bagel Corner - Gobelins";;"3,5";"Muffin fruits rouges";""
"Bagel Corner - Gobelins";"drink";"2,9";"Oasis Tropical";"33cl."
"Bagel Corner - Gobelins";"side";"3,5";"Chips John&John Cheddar";""
"Bagel Corner - Gobelins";"alcohol";"5,1";"Côte de Provence - Maurin des maures";"Vin rosé, 37.5cl."
"Bagel Corner - Gobelins";"dessert";"5";"Cheesecake fruits rouges";""
"Bagel Corner - Gobelins";"salad";"9,4";"Le milanais";"Cream cheese nature, bresaola, salade jeunes pousses, slices de tomates cerises, mozzarella di Buffala, sauce pesto"
"Bagel Corner - Gobelins";;"3,9";"Smoothie poire framboise";""
"Bagel Corner - Gobelins";"drink";"2,9";"Sprite";"33cl."
"Bagel Corner - Gobelins";"alcohol";"5,1";"Bourgogne - Chardonnay";"Vin blanc, 37.5cl."
"Bagel Corner - Gobelins";;"4,9";"Cubanisto";"33cl."
"Bagel Corner - Gobelins";"bagel";"4,1";"Bagel sucré Nutella";""
"Bagel Corner - Gobelins";;"3,9";"Ulti Pur jus poire / fraise";"25cl."
"Bagel Corner - Gobelins";"salad";"10,4";"Extrême Dinde Pastrami";"Cream cheese nature, salade jeunes pousses, tomates cerise, avocats frais coupés minute, cheddar, pastrami (boeuf fumé et mariné avec un mélange d’épices légèrement poivrés), et moutarde miel."
"Bagel Corner - Gobelins";;"3,5";"Brownie";""
"Bagel Corner - Gobelins";;"3,5";"Fromage blanc Spéculoos";""
"Bagel Corner - Gobelins";;"3,5";"Donut Choco-noisette";""
"Bagel Corner - Gobelins";;"4,9";"Brooklyn";"35.5cl."
"Bagel Corner - Gobelins";"dessert";"3,2";"Cookies";"Cookie au choix cuit au restaurant tous les matins. "
"Bagel Corner - Gobelins";;"3,9";"Smoothie banane kiwi";""
"Bagel Corner - Gobelins";;"3,9";"Smoothie mangue goyave";""
"Bagel Corner - Gobelins";"side";"3,5";"Chips John&John Vinaigre";""
"Bagel Corner - Gobelins";;"3,9";"Jus d'orange";"25cl."
"Bagel Corner - Gobelins";;"2,9";"Nestea";"33cl."
"Bagel Corner - Gobelins";"side";"3,5";"Chips poivre";""
"Bagel Corner - Gobelins";;"3,9";"Arizona Green Tea Pomegranate";"50cl."
"Bagel Corner - Gobelins";"salad";"3,5";"Petite salade coleslaw";""
"Bagel Corner - Gobelins";"bagel";"4,1";"Bagel sucré Spéculoos";""
"Bagel Corner - Gobelins";"side";"3,5";"Chips John&John Sel";""
"Bagel Corner - Gobelins";;"3,5";"Muffin Daim";""
"Bagel Corner - Gobelins";;"3,5";"Donut Sucre";""
"Bagel Corner - Gobelins";"salad";"9,4";"Le Veggie";"Cream cheese ciboulette, salade jeunes pousses, slices de tomates cerises et concombres frais du jour, avocats frais coupés minute, poivrons marinés"
"Bagel Corner - Gobelins";"dessert";"11";"Box 4 desserts";"1 cookie, 1 muffin, 1 donuts, et 1 fruits frais."
"Bagel Corner - Gobelins";"alcohol";"5,1";"Médoc - Puy Vallon";"Vin rouge, 37.5cl."
"Bagel Corner - Gobelins";"drink";"2,9";"Coca-Cola zéro";"33cl."
"Bagel Corner - Gobelins";;"3,9";"Michel et Augustin Thé Vert";""
"Banh Mi Viet - Monge";;"9";"Pho Sauté";"Au choix poulet, porc, boeuf, poisson, crevettes ou végétarien "
"Banh Mi Viet - Monge";"drink";"2,7";"7up";""
"Banh Mi Viet - Monge";;"2,7";"Evian 50cl";""
"Banh Mi Viet - Monge";;"2,7";"Coco";""
"Banh Mi Viet - Monge";;"6";"Nems";"4 pièces au choix : poulet, crevettes, ou végétarien."
"Banh Mi Viet - Monge";;"3";"Nougat";""
"Banh Mi Viet - Monge";;"10,5";"Formule Nouilles";"Nouilles sautées, et boisson."
"Banh Mi Viet - Monge";;"2,7";"Fanta Orange";""
"Banh Mi Viet - Monge";;"9";"Nouilles sautées";"Au choix Poulet, Porc, Boeuf, Poisson, Crevettes ou Végétarien "
"Banh Mi Viet - Monge";;"2,7";"Goyave";""
"Banh Mi Viet - Monge";"bobun";"9";"Bo Bun";"Au choix poulet, porc, boeuf, poisson, crevettes ou végétarien "
"Banh Mi Viet - Monge";"alcohol";"3,6";"Bière Saigon";""
"Banh Mi Viet - Monge";;"2,7";"Lychee";""
"Banh Mi Viet - Monge";"bobun";"10,5";"Formule Bo Bun";"Bo Bun, avec 1 nem Poulet (nem Crevette pour Bo Bun Crevette, nem Végé pour Bo Bun Végé), et 1 boisson."
"Banh Mi Viet - Monge";;"3";"Rouleau de printemps aux crevettes";""
"Banh Mi Viet - Monge";;"6";"Raviolis aux crevettes \"frits\"";"4 pièces"
"Banh Mi Viet - Monge";;"6";"Raviolis Viet \"Banh Cuon\"";"Raviolis vietnamiens au porc et aux champignons noirs, mortadelle viet, pousses de soja, sauce poisson."
"Banh Mi Viet - Monge";;"9,5";"Pho";""
"Banh Mi Viet - Monge";;"2,7";"Fruit de la passion";""
"Banh Mi Viet - Monge";"sandwich";"7,5";"Formule Sandwich";"Sandwich, boisson, et dessert."
"Banh Mi Viet - Monge";;"9";"Riz avec accompagnement";"Au choix poulet, porc, boeuf ou végétarien "
"Banh Mi Viet - Monge";;"3";"Perle de Coco";""
"Banh Mi Viet - Monge";;"2,7";"Pepsi";""
"Banh Mi Viet - Monge";;"2,7";"Mangue";""
"Banh Mi Viet - Monge";;"2,7";"Ananas";""
"Bao's";;"7,8";"Bao le tigre";"Carpaccio de boeuf, sauce tigre, carottes, coeur de laitue, coriandre et cacahuètes. Servis par deux. "
"Bao's";"drink";"2,2";"Vittel";""
"Bao's";;"2,8";"Thé vert menthe - May Tea";""
"Bao's";;"3,3";"Petits vermicelles";"Vermicelles 75g, carottes et courgettes"
"Bao's";"alcohol";"4,5";"Bière bouteille Hoegaarden \"blanche\"";"Taille au choix."
"Bao's";"dessert";"3,5";"Carrot Cake";""
"Bao's";;"2,6";"La pomme de terre";"écrasé de pomme de terre, huile d'olive, sésame"
"Bao's";;"22";"Planche Bao's";"Assortiment des 6 bao's"
"Bao's";"salad";"2,8";"La salade de concombre";"Concombre, sauce soja, huile de sésame, coriandre, citron, miel et sésame."
"Bao's";;"2,8";"Thé noir pêche - May Tea";""
"Bao's";;"7,2";"Bao le veggie";"Avocat, pousses d’épinard, oignons, graines de courge et crème balsamique. Servis par deux. "
"Bao's";"drink";"2,5";"Coca Cola  zéro";""
"Bao's";;"6,9";"Bao le berger";"Chèvre frais, concombres, coeur de laitue, ciboulette, sirop d’agave et huile sésame. Servis par deux. "
"Bao's";;"7,8";"Bao grillé le bucheron";"Cantal fermier, poulet, courgettes, cœur de laitue, graines de lin"
"Bao's";"drink";"2,5";"Coca Cola";""
"Bao's";"drink";"2,5";"Perrier";""
"Bao's";;"5,3";"Vermicelles";"Vermicelles 150g, carottes et courgettes"
"Bao's";;"2,6";"Crème de mascarpone au citron, granola";""
"Bao's";;"2,8";"Pulco";""
"Bao's";"salad";"2,5";"La salade verte";"Pousses d’épinard, courgettes, graines de courge et vinaigrette."
"Bao's";;"6,7";"Bao le samouraï";"Poulet, mayo légèrement épicée, tomates, courgettes, coeur de laitue et sésame. Servis par deux. "
"Bao's";;"6,7";"Bao le cochonnet";"Pulled pork \"mariné à la pomme Granny Smith, cumin, paprika\", carottes et concombres. Servis par deux. "
"Baobao Tea";;"9,9";"Nouilles sautées aux légumes";""
"Baobao Tea";;"13,9";"Soupe udon bœuf ";"Pate de blé Udon, légumes algues et soja."
"Baobao Tea";;"12,9";"Soupe de Vermicelle de riz aux Poulet";"Vermicelles de riz, poulet, pousse de soja, choux chinois, ciboulette"
"Baobao Tea";;"7,5";"Riz sauté aux légumes";""
"Baobao Tea";;"8";"Gwa bao poulet";"Mâche, tomate, oignon et sauce maison."
"Baobao Tea";"burger";"9,9";"Rice burgers porc braisé";"Tranche de riz au sésame, mâche, tomate, oignon et sauce maison."
"Baobao Tea";;"13,9";"Ramen poulet";"Nouilles de blé, œuf, narutomaki, bambou, poireau et algues."
"Baobao Tea";"salad";"4,5";"Wakame \"salade d'algues\"";""
"Baobao Tea";"burger";"11";"Bao burger porc braisé";"Mâche, tomate, oignon et sauce maison."
"Baobao Tea";;"13,9";"Soupe udon crevettes";"Pate de blé Udon, légumes algues et soja."
"Baobao Tea";"salad";"3,5";"Petite salade mixte";"Salade, carotte, concombre, radis."
"Baobao Tea";"bobun";"12,9";"Bobun bœuf ";"Vermicelles, nems, soja, salade, concombre, carottes, menthe, cacahuètes et oignons frits."
"Baobao Tea";;"6,5";"Nems au crevettes";"4 pièces."
"Baobao Tea";;"4";"Perles de tapioca à la mangue et lait de coco";""
"Baobao Tea";;"9,9";"Boeuf aux oignons";"(sans accompagnement)"
"Baobao Tea";;"4,5";"Frites de patates douces maison";""
"Baobao Tea";;"4,5";"Asahi";"5% vol, blonde légère et malté, 50 cl."
"Baobao Tea";;"3,9";"Mochi crème daifuku";"Mochi fourré d'une crème onctueuse, recouverte d'une fine couche de pate de riz moellleuse. 1 pièce."
"Baobao Tea";"drink";"2,5";"San Pellegrino";"50 cl."
"Baobao Tea";"alcohol";"9,9";"Bordeaux, Château Roquefort";"Taille au choix."
"Baobao Tea";;"2,5";"7 up";""
"Baobao Tea";;"9";"Vermicelles de konjac froides aux légumes";"Vermicelles de konjac, pois edamame, carottes, concombre, sésame"
"Baobao Tea";"drink";"2,5";"Ice tea pêche";"33 cl."
"Baobao Tea";;"13,9";"Soupe de nouilles porc braisé";"Nouilles de blé, légumes et soja."
"Baobao Tea";;"3,5";"Mini yokan \"pâte d'haricot rouge\"";""
"Baobao Tea";;"9,9";"Poulet croustillant à la citronnelle";"(sans accompagnement)"
"Baobao Tea";;"5,5";"Brochette de poulet au saté et à la citronnelle";"2 pièces. "
"Baobao Tea";"burger";"11";"Bao burger poulet";"Mâche, tomate, oignon et sauce maison."
"Baobao Tea";"dessert";"4,9";"Cheese cake (yuzu, matcha, sésame)";"1 pièce."
"Baobao Tea";"drink";"2,5";"Coca Cola";"33 cl."
"Baobao Tea";;"2,5";"Litchi au sirop";""
"Baobao Tea";;"4";"Frites maison";""
"Baobao Tea";;"4,5";"Edamame (fève de soja)";""
"Baobao Tea";;"6,5";"Tempura crevettes";"4 pièces."
"Baobao Tea";;"5,9";"Bubble tea";"1 saveur fruité ou lacté avec 1 topping au choix, 50 cl"
"Baobao Tea";;"3";"Soupe miso";"Base miso, tofu, champignon, algue, poireau."
"Baobao Tea";;"12,9";"Soupe de Vermicelles de riz aux Crevettes";"Vermicelles de riz, crevettes, pousse de soja, choux chinois, ciboulette"
"Baobao Tea";"alcohol";"22,9";"Sancerre, Les Chataigniers Vin Rosé";"75 cl."
"Baobao Tea";;"2,5";"Jus d'ananas";"20 cl."
